graphid	dburl	img_url	wiki_url
6209	http://dbpedia.org/resource/Web_of_Dreams	https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Casteel05_WebOfDreams.jpg/220px-Casteel05_WebOfDreams.jpg	https://en.wikipedia.org/wiki/Web_of_Dreams
6210	http://dbpedia.org/resource/Ancient_Evenings	https://upload.wikimedia.org/wikipedia/en/thumb/5/56/AncientEvenings.jpg/220px-AncientEvenings.jpg	https://en.wikipedia.org/wiki/Ancient_Evenings
6211	http://dbpedia.org/resource/Been_Down_So_Long_It_Looks_Like_Up_to_Me	https://upload.wikimedia.org/wikipedia/en/thumb/a/a5/BeenDownSoLong.jpg/220px-BeenDownSoLong.jpg	https://en.wikipedia.org/wiki/Been_Down_So_Long_It_Looks_Like_Up_to_Me
6212	http://dbpedia.org/resource/Go_Ask_Alice	https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Go_Ask_Alice%2C_first_edition_cover%2C_Prentice_Hall_1971.jpg/220px-Go_Ask_Alice%2C_first_edition_cover%2C_Prentice_Hall_1971.jpg	https://en.wikipedia.org/wiki/Go_Ask_Alice
6213	http://dbpedia.org/resource/Birthday_Letters	https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/BirthdayLetters.jpg/220px-BirthdayLetters.jpg	https://en.wikipedia.org/wiki/Birthday_Letters
6214	http://dbpedia.org/resource/Zeno's_Conscience	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Svevo_-_La_coscienza_di_Zeno%2C_Milano_1930_%28cover%29.jpg/220px-Svevo_-_La_coscienza_di_Zeno%2C_Milano_1930_%28cover%29.jpg	https://en.wikipedia.org/wiki/Zeno's_Conscience
6215	http://dbpedia.org/resource/Crime_and_Punishment	https://upload.wikimedia.org/wikipedia/en/thumb/4/4b/Crimeandpunishmentcover.png/220px-Crimeandpunishmentcover.png	https://en.wikipedia.org/wiki/Crime_and_Punishment
6216	http://dbpedia.org/resource/The_Laughing_Policeman_(novel)	https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/LaughingPoliceman.JPG/220px-LaughingPoliceman.JPG	https://en.wikipedia.org/wiki/The_Laughing_Policeman_(novel)
6217	http://dbpedia.org/resource/Bonjour_tristesse	https://upload.wikimedia.org/wikipedia/en/thumb/e/e4/BonjourTristesse.jpg/220px-BonjourTristesse.jpg	https://en.wikipedia.org/wiki/Bonjour_tristesse
6218	http://dbpedia.org/resource/Surviving_Antarctica:_Reality_TV_2083	https://upload.wikimedia.org/wikipedia/en/1/10/Surviving_Antarctica_Cover.jpg	https://en.wikipedia.org/wiki/Surviving_Antarctica:_Reality_TV_2083
6219	http://dbpedia.org/resource/Zen_and_the_Art_of_Motorcycle_Maintenance	https://upload.wikimedia.org/wikipedia/en/thumb/8/85/Zen_motorcycle.jpg/220px-Zen_motorcycle.jpg	https://en.wikipedia.org/wiki/Zen_and_the_Art_of_Motorcycle_Maintenance
6220	http://dbpedia.org/resource/Flaubert's_Parrot	https://upload.wikimedia.org/wikipedia/en/thumb/c/cb/FlaubertsParrot.jpg/220px-FlaubertsParrot.jpg	https://en.wikipedia.org/wiki/Flaubert's_Parrot
6221	http://dbpedia.org/resource/For_Whom_the_Bell_Tolls	https://upload.wikimedia.org/wikipedia/en/thumb/4/48/ErnestHemmingway_ForWhomTheBellTolls.jpg/178px-ErnestHemmingway_ForWhomTheBellTolls.jpg	https://en.wikipedia.org/wiki/For_Whom_the_Bell_Tolls
6222	http://dbpedia.org/resource/Just_as_Long_as_We're_Together_(novel)	https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/Just_as_Long_as_We%27re_Together_book_cover.jpg/220px-Just_as_Long_as_We%27re_Together_book_cover.jpg	https://en.wikipedia.org/wiki/Just_as_Long_as_We're_Together_(novel)
6223	http://dbpedia.org/resource/Gravity's_Rainbow	https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Gravity%27s_Rainbow_%281973_1st_ed_cover%29.jpg/220px-Gravity%27s_Rainbow_%281973_1st_ed_cover%29.jpg	https://en.wikipedia.org/wiki/Gravity's_Rainbow
6224	http://dbpedia.org/resource/Labyrinths  https://upload.wikimedia.org/wikipedia/en/d/db/Labyrinths_cover.jpg https://en.wikipedia.org/wiki/Labyrinths_(short_story_collection)		
6225	http://dbpedia.org/resource/Hangover_Square	https://upload.wikimedia.org/wikipedia/en/thumb/e/ec/HangoverSq.jpg/220px-HangoverSq.jpg	https://en.wikipedia.org/wiki/Hangover_Square
6226	http://dbpedia.org/resource/Hard_Times	https://images-na.ssl-images-amazon.com/images/P/014143967X.01._SX360_SCLZZZZZZZ_.jpg	https://en.wikipedia.org/wiki/Hard_Times_(novel)
6227	http://dbpedia.org/resource/Humboldt's_Gift	https://upload.wikimedia.org/wikipedia/en/thumb/d/de/Humboldtsgift.jpg/220px-Humboldtsgift.jpg	https://en.wikipedia.org/wiki/Humboldt's_Gift
6228	http://dbpedia.org/resource/Jeeves_in_the_Offing	https://upload.wikimedia.org/wikipedia/en/d/dc/JeevesInTheOffing.jpg	https://en.wikipedia.org/wiki/Jeeves_in_the_Offing
6229	http://dbpedia.org/resource/Journey_by_Moonlight_(novel)	https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Covers_45356.jpg/220px-Covers_45356.jpg	https://en.wikipedia.org/wiki/Journey_by_Moonlight_(novel)
6230	http://dbpedia.org/resource/Shardik	https://upload.wikimedia.org/wikipedia/en/thumb/f/fe/Shardik_cover_1974.jpg/220px-Shardik_cover_1974.jpg	https://en.wikipedia.org/wiki/Shardik
6231	http://dbpedia.org/resource/Stig_of_the_Dump	https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Stig_Dump.JPG/220px-Stig_Dump.JPG	https://en.wikipedia.org/wiki/Stig_of_the_Dump
6232	http://dbpedia.org/resource/Love_in_the_Time_of_Cholera	https://upload.wikimedia.org/wikipedia/en/thumb/d/de/LoveInTheTimeOfCholera.jpg/220px-LoveInTheTimeOfCholera.jpg	https://en.wikipedia.org/wiki/Love_in_the_Time_of_Cholera
6233	http://dbpedia.org/resource/Mansfield_Park	https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/MansfieldParkTitlePage.jpg/220px-MansfieldParkTitlePage.jpg	https://en.wikipedia.org/wiki/Mansfield_Park
6234	http://dbpedia.org/resource/Middlemarch	https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Middlemarch_1.jpg/220px-Middlemarch_1.jpg	https://en.wikipedia.org/wiki/Middlemarch
6235	http://dbpedia.org/resource/Mobius_Dick	https://upload.wikimedia.org/wikipedia/en/thumb/d/d1/Mobius_Dick.jpg/220px-Mobius_Dick.jpg	https://en.wikipedia.org/wiki/Mobius_Dick
6236	http://dbpedia.org/resource/Morvern_Callar	https://upload.wikimedia.org/wikipedia/en/thumb/7/7c/MorvernCallarcover.jpg/220px-MorvernCallarcover.jpg	https://en.wikipedia.org/wiki/Morvern_Callar
6237	http://dbpedia.org/resource/The_Western_Lands	https://upload.wikimedia.org/wikipedia/en/thumb/0/03/WesternLands.jpg/220px-WesternLands.jpg	https://en.wikipedia.org/wiki/The_Western_Lands
6238	http://dbpedia.org/resource/Tough,_Tough_Toys_for_Tough,_Tough_Boys	https://upload.wikimedia.org/wikipedia/en/thumb/d/d7/Tttfttb.jpg/220px-Tttfttb.jpg	https://en.wikipedia.org/wiki/Tough,_Tough_Toys_for_Tough,_Tough_Boys
6239	http://dbpedia.org/resource/The_Silver_Spike	https://upload.wikimedia.org/wikipedia/en/thumb/7/7c/The_Silver_Spike.jpg/220px-The_Silver_Spike.jpg	https://en.wikipedia.org/wiki/The_Silver_Spike
6240	http://dbpedia.org/resource/Bleak_Seasons	https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Bleak_Seasons.jpg/220px-Bleak_Seasons.jpg	https://en.wikipedia.org/wiki/Bleak_Seasons
6241	http://dbpedia.org/resource/She_Is_the_Darkness	https://upload.wikimedia.org/wikipedia/en/thumb/8/83/She_Is_The_Darkness.jpg/220px-She_Is_The_Darkness.jpg	https://en.wikipedia.org/wiki/She_Is_the_Darkness
6242	http://dbpedia.org/resource/Revolutionary_Road	https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/RevolutionaryRoad.jpg/220px-RevolutionaryRoad.jpg	https://en.wikipedia.org/wiki/Revolutionary_Road
6243	http://dbpedia.org/resource/Death_and_the_King's_Horseman   https://images-na.ssl-images-amazon.com/images/P/0393322998.01._SX360_SCLZZZZZZZ_.jpg   https://en.wikipedia.org/wiki/Death_and_the_King's_Horseman		
6244	http://dbpedia.org/resource/Misquoting_Jesus	https://upload.wikimedia.org/wikipedia/en/thumb/6/62/Misquoting_Jesus.jpg/220px-Misquoting_Jesus.jpg	https://en.wikipedia.org/wiki/Misquoting_Jesus
6245	http://dbpedia.org/resource/The_Honourable_Schoolboy	https://upload.wikimedia.org/wikipedia/en/thumb/0/0f/JohnLeCarre_TheHonourableSchoolboy.jpg/220px-JohnLeCarre_TheHonourableSchoolboy.jpg	https://en.wikipedia.org/wiki/The_Honourable_Schoolboy
6246	http://dbpedia.org/resource/Tinker,_Tailor,_Soldier,_Spy	https://upload.wikimedia.org/wikipedia/en/thumb/1/13/JohnLeCarre_TinkerTailorSoldierSpy.jpg/220px-JohnLeCarre_TinkerTailorSoldierSpy.jpg	https://en.wikipedia.org/wiki/Tinker,_Tailor,_Soldier,_Spy
6247	http://dbpedia.org/resource/The_Big_Sleep	https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/RaymondChandler_TheBigSleep.jpg/220px-RaymondChandler_TheBigSleep.jpg	https://en.wikipedia.org/wiki/The_Big_Sleep
6248	http://dbpedia.org/resource/The_Bonfire_of_the_Vanities	https://upload.wikimedia.org/wikipedia/en/a/aa/Bonfirewolf.jpg	https://en.wikipedia.org/wiki/The_Bonfire_of_the_Vanities
6249	http://dbpedia.org/resource/The_Broom_of_the_System	https://upload.wikimedia.org/wikipedia/en/thumb/2/24/Broomofthesystem.jpg/220px-Broomofthesystem.jpg	https://en.wikipedia.org/wiki/The_Broom_of_the_System
6250	http://dbpedia.org/resource/Winter_in_Madrid	https://upload.wikimedia.org/wikipedia/en/thumb/8/81/Winter_in_Madrid.jpg/220px-Winter_in_Madrid.jpg	https://en.wikipedia.org/wiki/Winter_in_Madrid
6251	http://dbpedia.org/resource/The_Deer_Park	https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/TheDeerPark.jpg/220px-TheDeerPark.jpg	https://en.wikipedia.org/wiki/The_Deer_Park
6252	http://dbpedia.org/resource/The_Electric_Kool-Aid_Acid_Test	https://upload.wikimedia.org/wikipedia/en/thumb/e/e4/KoolAid_1stUSEd_front.jpg/200px-KoolAid_1stUSEd_front.jpg	https://en.wikipedia.org/wiki/The_Electric_Kool-Aid_Acid_Test
6253	http://dbpedia.org/resource/The_Leopard	https://upload.wikimedia.org/wikipedia/en/7/76/The_Leopard%2C_Italian_edition.jpg	https://en.wikipedia.org/wiki/The_Leopard
6254	http://dbpedia.org/resource/The_Book_of_Fate	https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/The_Book_of_Fate.jpg/220px-The_Book_of_Fate.jpg	https://en.wikipedia.org/wiki/The_Book_of_Fate
6255	http://dbpedia.org/resource/The_Thirteenth_Tale	https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Thirteenthtale.jpg/220px-Thirteenthtale.jpg	https://en.wikipedia.org/wiki/The_Thirteenth_Tale
6256	http://dbpedia.org/resource/The_Life_and_Opinions_of_Tristram_Shandy,_Gentleman	https://images-na.ssl-images-amazon.com/images/P/0141439777.01._SX360_SCLZZZZZZZ_.jpg	https://en.wikipedia.org/wiki/The_Life_and_Opinions_of_Tristram_Shandy,_Gentleman
6257	http://dbpedia.org/resource/A_Kestrel_for_a_Knave	https://upload.wikimedia.org/wikipedia/en/thumb/2/2a/A_Kestrel_for_a_Knave.jpg/220px-A_Kestrel_for_a_Knave.jpg	https://en.wikipedia.org/wiki/A_Kestrel_for_a_Knave
6258	http://dbpedia.org/resource/The_Master_and_Margarita	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/MasterandMargaritaFirstEdition.jpg/220px-MasterandMargaritaFirstEdition.jpg	https://en.wikipedia.org/wiki/The_Master_and_Margarita
6259	http://dbpedia.org/resource/The_Naked_and_the_Dead	https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/TheNakedAndTheDead.jpg/220px-TheNakedAndTheDead.jpg	https://en.wikipedia.org/wiki/The_Naked_and_the_Dead
6260	http://dbpedia.org/resource/The_Passion_of_New_Eve	https://upload.wikimedia.org/wikipedia/en/thumb/7/7c/Passion_ofNewEvecover.jpg/220px-Passion_ofNewEvecover.jpg	https://en.wikipedia.org/wiki/The_Passion_of_New_Eve
6261	http://dbpedia.org/resource/The_Quiet_American	https://upload.wikimedia.org/wikipedia/en/thumb/1/14/QuietAmerican.jpg/220px-QuietAmerican.jpg	https://en.wikipedia.org/wiki/The_Quiet_American
6262	http://dbpedia.org/resource/The_Compass_Rose	https://upload.wikimedia.org/wikipedia/en/thumb/8/82/TheCompassRose.jpg/220px-TheCompassRose.jpg	https://en.wikipedia.org/wiki/The_Compass_Rose
6263	http://dbpedia.org/resource/And_Quiet_Flows_the_Don	https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/%D0%9E%D0%B1%D0%BB%D0%BE%D0%B6%D0%BA%D0%B0_%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD-%D0%B3%D0%B0%D0%B7%D0%B5%D1%82%D1%8B_1928_%D0%B3.jpg/220px-%D0%9E%D0%B1%D0%BB%D0%BE%D0%B6%D0%BA%D0%B0_%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD-%D0%B3%D0%B0%D0%B7%D0%B5%D1%82%D1%8B_1928_%D0%B3.jpg	https://en.wikipedia.org/wiki/And_Quiet_Flows_the_Don
6264	http://dbpedia.org/resource/The_Sea,_the_Sea	https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/TheSeaTheSea.JPG/220px-TheSeaTheSea.JPG	https://en.wikipedia.org/wiki/The_Sea,_the_Sea
6265	http://dbpedia.org/resource/The_Sorrow_of_War   https://images-na.ssl-images-amazon.com/images/P/1573225436.01._SX360_SCLZZZZZZZ_.jpg   https://en.wikipedia.org/wiki/The_Sorrow_of_War		
6266	http://dbpedia.org/resource/The_Tin_Drum	https://upload.wikimedia.org/wikipedia/en/thumb/d/d1/Die_Blechtrommel_earliest_edition_german.jpg/220px-Die_Blechtrommel_earliest_edition_german.jpg	https://en.wikipedia.org/wiki/The_Tin_Drum
6267	http://dbpedia.org/resource/As_I_Walked_Out_One_Midsummer_Morning	https://upload.wikimedia.org/wikipedia/en/thumb/b/b1/AsIWalkedOutOneMidsummerMorning.jpg/220px-AsIWalkedOutOneMidsummerMorning.jpg	https://en.wikipedia.org/wiki/As_I_Walked_Out_One_Midsummer_Morning
6268	http://dbpedia.org/resource/The_Winter_Queen_(novel)	https://upload.wikimedia.org/wikipedia/en/6/60/Azazel_%28book%29.jpg	https://en.wikipedia.org/wiki/The_Winter_Queen_(novel)
6269	http://dbpedia.org/resource/What_a_Carve_Up!_(novel)	https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/Whatacarveupcover.jpg/220px-Whatacarveupcover.jpg	https://en.wikipedia.org/wiki/What_a_Carve_Up!_(novel)
6270	http://dbpedia.org/resource/A_Stranger_in_the_Mirror	https://upload.wikimedia.org/wikipedia/en/thumb/2/23/AStrangerInTheMirror.jpg/220px-AStrangerInTheMirror.jpg	https://en.wikipedia.org/wiki/A_Stranger_in_the_Mirror
6271	http://dbpedia.org/resource/Charlotte_Gray_(novel)	https://upload.wikimedia.org/wikipedia/en/thumb/0/00/CharlotteGray.jpg/220px-CharlotteGray.jpg	https://en.wikipedia.org/wiki/Charlotte_Gray_(novel)
6272	http://dbpedia.org/resource/Cider_with_Rosie	https://upload.wikimedia.org/wikipedia/en/5/55/CiderWithRosie.jpg	https://en.wikipedia.org/wiki/Cider_with_Rosie
6273	http://dbpedia.org/resource/Friday_Night_Lights:_A_Town,_a_Team,_and_a_Dream	https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Friday_Night_Lights_novel_cover.jpg/200px-Friday_Night_Lights_novel_cover.jpg	https://en.wikipedia.org/wiki/Friday_Night_Lights:_A_Town,_a_Team,_and_a_Dream
6274	http://dbpedia.org/resource/Stationary_Bike https://images-na.ssl-images-amazon.com/images/P/0743555619.01._SX360_SCLZZZZZZZ_.jpg   https://en.wikipedia.org/wiki/Stationary_Bike		
6275	http://dbpedia.org/resource/Piece_of_My_Heart_(novel)   https://pics.cdn.librarything.com/picsizes/43/b8/43b8ac31bf055e65973666e66414345412f5945_v5.jpg https://en.wikipedia.org/wiki/Piece_of_My_Heart_(novel)		
6276	http://dbpedia.org/resource/The_Assassins:_A_Radical_Sect_in_Islam	https://upload.wikimedia.org/wikipedia/en/6/66/AssasinsRadicalSectsInIslam.jpeg	https://en.wikipedia.org/wiki/The_Assassins:_A_Radical_Sect_in_Islam
6277	http://dbpedia.org/resource/If_Tomorrow_Comes	https://upload.wikimedia.org/wikipedia/en/thumb/2/2a/If_Tomorrow_Comes.jpg/220px-If_Tomorrow_Comes.jpg	https://en.wikipedia.org/wiki/If_Tomorrow_Comes_(novel)
6278	http://dbpedia.org/resource/The_Word_for_World_Is_Forest	https://upload.wikimedia.org/wikipedia/en/thumb/b/bc/WordWorldForest.jpg/220px-WordWorldForest.jpg	https://en.wikipedia.org/wiki/The_Word_for_World_Is_Forest
6279	http://dbpedia.org/resource/King_Leary	https://upload.wikimedia.org/wikipedia/en/thumb/f/fd/King_Leary.jpg/220px-King_Leary.jpg	https://en.wikipedia.org/wiki/King_Leary
6280	http://dbpedia.org/resource/Living_History	https://upload.wikimedia.org/wikipedia/en/d/db/Clinton_-_Living_History_coverart.jpg	https://en.wikipedia.org/wiki/Living_History_(book)
6281	http://dbpedia.org/resource/Foreign_Affairs	https://upload.wikimedia.org/wikipedia/en/thumb/3/3a/Foreign_Affairs_September-October_2023_cover.jpg/220px-Foreign_Affairs_September-October_2023_cover.jpg	https://en.wikipedia.org/wiki/Foreign_Affairs
6282	http://dbpedia.org/resource/Master_of_the_Game	https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Master_Of_The_Game.jpg/220px-Master_Of_The_Game.jpg	https://en.wikipedia.org/wiki/Master_of_the_Game_(novel)
6283	http://dbpedia.org/resource/Men_Are_from_Mars,_Women_Are_from_Venus	https://upload.wikimedia.org/wikipedia/en/thumb/8/84/Men-Mars-Women-Venus-Cover.jpg/220px-Men-Mars-Women-Venus-Cover.jpg	https://en.wikipedia.org/wiki/Men_Are_from_Mars,_Women_Are_from_Venus
6284	http://dbpedia.org/resource/Gentlemen_Prefer_Blondes_(novel)	https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Gentlemen_Prefer_Blondes_Cover_1926_Restored.jpg/220px-Gentlemen_Prefer_Blondes_Cover_1926_Restored.jpg	https://en.wikipedia.org/wiki/Gentlemen_Prefer_Blondes_(novel)
6285	http://dbpedia.org/resource/Rage_of_Angels	https://upload.wikimedia.org/wikipedia/en/thumb/0/0f/RageOfAngels.jpg/220px-RageOfAngels.jpg	https://en.wikipedia.org/wiki/Rage_of_Angels
6286	http://dbpedia.org/resource/Sex_and_the_City_(book)	https://upload.wikimedia.org/wikipedia/en/2/29/Sex_and_the_City_Observer_Logo.jpg	https://en.wikipedia.org/wiki/Sex_and_the_City_(book)
6287	http://dbpedia.org/resource/How_Children_Learn	https://upload.wikimedia.org/wikipedia/en/thumb/7/7a/How_Children_Learn.jpg/220px-How_Children_Learn.jpg	https://en.wikipedia.org/wiki/How_Children_Learn
6288	http://dbpedia.org/resource/Tell_Me_Your_Dreams	https://upload.wikimedia.org/wikipedia/en/thumb/1/18/Tell_Me_Your_Dreams.jpg/220px-Tell_Me_Your_Dreams.jpg	https://en.wikipedia.org/wiki/Tell_Me_Your_Dreams
6289	http://dbpedia.org/resource/World_War_Z	https://upload.wikimedia.org/wikipedia/en/7/76/World_War_Z_book_cover.jpg	https://en.wikipedia.org/wiki/World_War_Z
6290	http://dbpedia.org/resource/The_Best_Laid_Plans	https://upload.wikimedia.org/wikipedia/en/thumb/c/ca/TheBestLaidPlans.jpg/220px-TheBestLaidPlans.jpg	https://en.wikipedia.org/wiki/The_Best_Laid_Plans
6291	http://dbpedia.org/resource/The_Devil_Wears_Prada_(novel)	https://upload.wikimedia.org/wikipedia/en/thumb/1/18/The_Devil_Wears_Prada_cover.jpg/220px-The_Devil_Wears_Prada_cover.jpg	https://en.wikipedia.org/wiki/The_Devil_Wears_Prada_(novel)
6292	http://dbpedia.org/resource/The_Doomsday_Conspiracy	https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Doomsday_Conspiracy.jpg/220px-Doomsday_Conspiracy.jpg	https://en.wikipedia.org/wiki/The_Doomsday_Conspiracy
